from,to,length_km,estimated_flow
28,18,219.1430191048232,12.0
29,18,227.74683452139342,2.0
33,18,53.204957622150424,2877.8999999999996
34,18,93.44601006753213,73.89999999999999
35,18,132.0274257238689,24.0
36,18,159.81887921732638,4.0
37,18,197.73122404401943,12.0
38,18,224.7123430132001,6.0
40,18,266.3384141193619,9.18
41,18,329.1212522312269,644.38
42,18,373.799826129344,44.7
45,18,122.26060411294662,17.72
46,18,165.48844498501217,45.28
47,18,191.78947513160134,16.0
48,18,229.5950787223891,24.279999999999998
49,18,246.81160862611657,37.56
50,18,220.83226999744258,82.92
51,18,284.9227618322516,6.0
53,18,312.82084956615586,0.0
54,18,360.3048322721584,2.0
93,18,305.20884166018186,8.0
96,18,90.65769845561672,91.9
97,18,92.32923939757214,100.0
98,18,44.764133760198064,4938.520000000002
99,18,300.55951965200234,16.32
100,18,207.87038595312964,8.0
103,18,121.72028225436087,140.02
108,18,60.899674336772385,767.5400000000005
1,19,201.08722086902827,54.24000000000001
2,19,143.85022586886336,2.0
3,19,119.12964724985311,17.84
4,19,207.35448457444872,34.92
5,19,147.43673491053516,8.0
6,19,113.56066603865735,35.68
8,19,223.9629828838782,2.0
9,19,170.5642328430132,2.0
10,19,108.3352712497986,8.0
11,19,112.21007765985563,7.9
12,19,115.3264472205989,70.16
13,19,102.65546120582113,82.07999999999998
14,19,119.95540748135075,8.0
15,19,73.49527735782283,3680.819999999997
16,19,66.12618817534685,4985.000000000001
17,19,58.93625497664649,8787.34
18,19,76.30885074861789,313.8599999999999
19,19,0.0,303242.3000000004
20,19,61.19768786788419,5560.319999999998
22,19,134.25738883703463,50.94
23,19,84.51846497371946,146.01999999999998
24,19,127.37507903979693,16.0
26,19,185.05269753551153,2.0
27,19,195.39580008752716,0.0
28,19,142.88120689519238,19.3
29,19,153.6512704146318,10.0
30,19,270.1816667311216,6.0
33,19,49.03883950830266,4926.119999999997
34,19,61.18883707380722,1293.9200000000003
35,19,81.07792973695068,328.04
36,19,103.7950673158398,34.16
37,19,138.2183384977757,41.22
38,19,153.78750301838159,19.68
39,19,184.2282692943537,8.0
40,19,208.5823936818226,8.54
41,19,271.819821147477,4.0
45,19,107.12452114874885,11.020000000000001
46,19,139.3620177211735,2.0
48,19,186.70535697154523,6.279999999999999
50,19,198.16547633929991,4.0
51,19,238.91384055011716,24.0
52,19,253.81652311142767,4.0
53,19,288.11811277078704,12.84
97,19,89.55929421275218,61.54
98,19,32.654915596518975,6051.140000000001
103,19,161.05994178557438,2.0
108,19,72.90638840600809,290.17999999999995
1,20,261.40694525348704,8.7
3,20,179.76049777102872,10.0
4,20,261.18023877742837,4.0
6,20,168.73958966709603,33.8
8,20,268.7871350701835,8.32
10,20,148.87773968205988,4.0
12,20,172.69895032957024,25.46
13,20,154.24752360101084,6.0
14,20,146.18280829363715,10.0
15,20,133.94045407566549,123.74000000000001
16,20,106.63578554951991,177.68000000000004
17,20,73.13018632319586,11612.600000000002
18,20,135.72964946282212,133.24
19,20,61.19768786788419,6015.419999999999
20,20,0.0,368424.1799999998
21,20,181.9321239796482,8.0
22,20,115.6838494641431,68.0
23,20,38.93664491536454,7592.079999999997
24,20,83.48230621991091,128.03999999999996
25,20,171.5586578946829,4.0
26,20,136.02061982752755,16.98
27,20,139.41493795783873,14.0
28,20,85.76130211213436,120.24
29,20,92.49587395852913,1977.2799999999997
30,20,222.88291122341002,4.0
33,20,94.4989145792848,107.76000000000002
34,20,75.83118203408675,757.4400000000003
35,20,60.05343102144688,6309.079999999998
36,20,66.18912512479345,2477.52
37,20,89.93393076163578,267.0
38,20,93.5375240508549,439.88
39,20,128.66555217116266,8.0
40,20,157.6660672648274,20.759999999999998
41,20,219.57250949580865,2.0
42,20,262.48462822685235,2.0
43,20,292.45746516046205,2.0
45,20,113.48706168454784,2.0
46,20,127.03675811794265,7.2
47,20,128.7128773434123,4.0
48,20,151.21017983840923,4.58
50,20,180.44424624754362,2.0
52,20,221.91562470316617,0.0
54,20,269.12323661608195,0.0
93,20,185.4082466609803,10.0
97,20,137.92522235665436,8.0
98,20,93.6861980358972,35.08
99,20,188.1548221198497,8.0
100,20,132.95455409742058,0.0
103,20,217.0577690720271,2.0
108,20,129.70329631099395,34.54
109,20,318.5361220216295,2.0
1,21,353.33430495321755,2.0
2,21,279.8787052519711,4.0
3,21,254.4051876556679,6.0
5,21,322.25525236888643,2.0
6,21,298.1448920834565,8.0
10,21,305.53722196940595,4.0
12,21,226.31776251837792,26.32
13,21,194.0417452285222,4.0
14,21,123.67472579301936,8.0
15,21,224.21098971364268,58.36
16,21,160.44645093572618,137.16
17,21,139.67970821883227,84.32000000000001
18,21,255.28770827988302,15.02
19,21,197.66388208288944,10.0
20,21,181.9321239796482,34.0
21,21,0.0,567348.2200000007
22,21,66.46249072755641,5601.979999999995
23,21,145.2762375092274,329.8199999999999
24,21,113.91960670150239,42.9
25,21,71.78370468040272,546.12
26,21,117.87029430371477,54.16
27,21,154.93237616531087,54.540000000000006
28,21,152.87880026928295,63.86
29,21,191.54410768594605,33.0
30,21,144.07836624739664,16.0
33,21,246.61115302270986,4.0
34,21,249.2123518803512,8.0
35,21,241.98477470893044,14.0
36,21,243.6001568732281,8.0
37,21,251.93492685745616,130.28
38,21,214.79489821846715,82.0
39,21,262.4521331935371,6.0
40,21,299.6527698131592,0.0
45,21,292.69287285985206,2.0
46,21,308.78322576713697,7.0
47,21,306.51610102224356,2.0
48,21,320.18288614958965,8.98
93,21,117.37900515629504,30.259999999999998
96,21,284.801768857974,2.0
97,21,179.46155217917237,6.0
98,21,216.23196282612085,7.5
99,21,317.7826105574072,2.0
103,21,245.71216835505453,6.0
108,21,203.5616131313771,11.559999999999999
1,22,307.30957411100985,53.5
2,22,235.99132235666997,2.0
3,22,209.11526380863427,24.0
4,22,332.54384866119693,8.0
5,22,268.3955954561353,6.0
7,22,292.8746941687404,4.0
9,22,302.99757922990216,18.0
10,22,242.5909965567964,6.0
11,22,238.42436874075273,4.0
12,22,185.2772920552591,18.0
13,22,154.00569612864447,14.0
14,22,94.97064152690413,8.0
15,22,172.32435182948188,75.94000000000003
16,22,109.81755867837848,68.78
17,22,79.12552252981178,1832.6399999999994
18,22,198.41856729101124,53.91999999999999
19,22,134.25738883703463,29.82
20,22,115.6838494641431,249.84000000000003
21,22,66.46249072755641,3590.0399999999995
22,22,0.0,576058.2199999988
23,22,80.08542824605904,3458.5600000000027
24,22,58.810137334494534,924.5999999999999
25,22,83.24182499583681,1065.62
26,22,93.12795363603615,215.64000000000001
27,22,125.1769924209535,70.45999999999998
28,22,102.43648447216087,126.16
29,22,139.85955329571667,46.0
30,22,157.7104861485898,62.739999999999995
31,22,185.8254014396577,6.0
32,22,211.17199139868038,4.0
33,22,183.24369059487972,10.0
34,22,183.20633427155968,12.0
35,22,175.7013548824395,40.0
36,22,178.58033773162668,31.22
37,22,190.23844707906107,128.66000000000003
38,22,160.14321855025955,81.5
39,22,207.73167842468374,20.0
40,22,244.10001420594512,23.54
41,22,297.11627299812244,4.0
42,22,333.8530079587062,6.24
45,22,226.31058148994964,12.0
46,22,242.68621938181107,46.66
47,22,241.75706893113502,22.0
48,22,257.9030354564946,18.16
50,22,294.7472324407714,6.0
51,22,294.9244960534219,12.52
52,22,328.2410143875886,6.0
93,22,120.79702670565534,24.0
96,22,242.74571080321832,4.68
97,22,136.65414277182327,16.0
98,22,156.4364789007788,8.0
99,22,266.14790560679546,28.0
100,22,242.63181949413,8.0
103,22,214.7190897809639,6.0
108,22,154.04331350695034,74.56
1,23,283.8459530469187,30.380000000000003
2,23,221.28218672808958,42.0
3,23,194.6883518122842,34.26
4,23,291.40331683061834,8.0
5,23,231.94489744264595,0.0
6,23,197.75654907838046,6.0
7,23,286.8864861446422,2.0
9,23,251.0692331697025,24.0
10,23,184.21804219866783,23.28
12,23,181.4683826531629,125.18
13,23,157.41495295930193,37.18
14,23,131.18487368052436,2.0
15,23,149.797847194255,433.40000000000026
16,23,106.09000254392458,440.02
17,23,64.83804778219145,5712.300000000002
18,23,160.5706026247387,67.32000000000001
19,23,84.51846497371946,222.79999999999998
20,23,38.93664491536454,13189.760000000002
21,23,145.2762375092274,170.32
22,23,80.08542824605904,2394.6399999999994
23,23,0.0,941706.1200000026
24,23,45.50890692300553,10480.919999999993
25,23,132.86824127351372,24.08
26,23,101.2733807570241,340.8400000000001
27,23,111.47552812674196,850.3999999999999
28,23,60.84375523492937,5957.640000000003
29,23,83.14486663793227,3393.2400000000007
30,23,187.53254569411894,55.379999999999995
31,23,196.4493003260225,13.88
32,23,215.31988589793343,0.0
33,23,127.02823497684054,50.72
34,23,113.88428753048925,117.78000000000002
35,23,97.92962518223858,273.55999999999995
36,23,98.5254276349236,561.4999999999999
37,23,112.28411722418636,578.2399999999999
38,23,94.6824202429527,242.04000000000002
39,23,138.72313411201202,72.42
40,23,172.6151257969019,38.9
41,23,230.86625223670873,10.0
42,23,271.3696815153906,7.12
43,23,303.64375734575975,5.94
45,23,152.41370738056517,8.0
46,23,163.87485987564304,57.76
47,23,161.67631442308576,6.0
48,23,178.86216829281597,26.28
49,23,256.38231509166474,8.74
50,23,214.76498555996693,2.0
51,23,219.21274672142883,14.0
52,23,249.58397548870244,4.0
53,23,292.59123866748195,4.0
54,23,287.2848423054073,4.0
56,23,341.34261695493177,2.0
58,23,407.5121979804455,5.82
93,23,149.337342325361,48.64
96,23,230.58298027067897,4.0
97,23,139.43910140097378,30.0
98,23,116.03086509850141,48.0
99,23,199.15907054650006,27.2
103,23,222.50302258991258,108.82
108,23,139.99652870161728,93.36
1,24,322.52022604419625,43.78
2,24,256.40934432838776,58.64
3,24,229.2943111274889,76.04
4,24,334.70944943807467,4.0
5,24,273.8564092966354,8.0
6,24,240.90447418404662,30.819999999999997
9,24,296.01376058126414,2.0
10,24,229.60085197035522,11.620000000000001
11,24,212.35662708496284,4.0
12,24,211.70518027698603,278.32000000000005
13,24,183.93414466964515,235.08
14,24,140.62743780034134,8.0
15,24,186.30425116705015,2595.4
16,24,133.15400350813695,149.6
17,24,91.91173881021096,259.68
18,24,202.0631841365043,190.95999999999995
19,24,127.37507903979693,88.28
20,24,83.48230621991091,122.12
21,24,113.91960670150239,12.0
22,24,58.810137334494534,446.93999999999994
23,24,45.50890692300553,14632.92
24,24,0.0,894564.1999999995
25,24,88.41463275796272,317.52
26,24,58.18580169527367,14769.700000000006
27,24,77.61186376907789,3019.020000000004
28,24,43.73939928570314,30228.02000000003
29,24,81.1381196175727,431.73999999999995
30,24,142.8965393850346,71.94
31,24,156.03731270407152,30.0
32,24,177.30991927192804,4.0
33,24,171.9459058111067,49.61999999999999
34,24,159.11964270140308,22.0
35,24,139.80193111405248,26.0
36,24,134.90292286606206,51.39999999999999
37,24,138.5738821259206,81.56
38,24,102.30053313275133,115.94000000000001
39,24,150.10797165693958,106.96000000000001
40,24,186.9472449304959,52.42
41,24,238.5341471034399,4.0
42,24,275.0429952084628,17.44
46,24,203.22863687115012,12.559999999999999
47,24,196.20625266973946,9.54
48,24,206.87733388440512,23.2
49,24,292.3549616982514,8.2
50,24,249.98266264371807,40.8
51,24,239.60059718106493,10.0
52,24,275.88454536202823,6.0
54,24,301.4852629190281,2.0
93,24,104.37267677329524,106.64000000000001
96,24,264.9150850863385,16.0
97,24,165.54027952327667,90.0
98,24,157.3091287223649,92.03999999999999
99,24,207.74124554008975,9.2
100,24,193.90650781386898,11.64
103,24,248.6607339644778,14.0
108,24,173.07824125088456,565.8999999999997
1,26,380.5467854422872,153.01999999999998
2,26,313.70334063606657,8.0
3,26,286.52257696080824,6.0
6,26,298.60232924864664,0.0
12,26,267.50303056229444,6.0
13,26,238.46954517861448,12.0
15,26,244.13553023412192,73.60000000000002
16,26,188.8437823152671,20.0
17,26,148.71362677734496,53.260000000000005
18,26,260.1620831835846,53.7
19,26,185.05269753551153,54.0
20,26,136.02061982752755,48.0
21,26,117.87029430371477,25.6
22,26,93.12795363603615,197.45999999999998
23,26,101.2733807570241,372.3799999999999
24,26,58.18580169527367,7427.64
25,26,57.83128777917952,3899.0600000000013
26,26,0.0,850952.1199999998
27,26,37.068659318840346,38759.19999999995
28,26,58.98995719009371,18111.06000000001
29,26,90.04717498154106,182.43999999999997
30,26,86.86565819435424,773.8399999999997
31,26,98.35804733263429,127.28
32,26,121.06690545857862,56.800000000000004
33,26,228.20908001355195,6.0
34,26,211.39895694074377,10.0
35,26,186.0558431616239,12.0
36,26,174.47211162177112,12.0
37,26,166.36651813901864,51.519999999999996
38,26,115.51125249766864,56.72
39,26,159.17499218124865,8.0
40,26,195.91017729745056,10.0
41,26,235.64669392368123,2.0
42,26,265.35324221334486,35.32
43,26,300.8810527866851,2.0
45,26,243.9413609791878,9.74
46,26,243.57449567915668,202.94
47,26,230.0329350658447,10.0
48,26,231.693691360083,18.52
49,26,325.4110012859541,2.0
50,26,282.910152159297,12.04
51,26,252.97202528584214,19.34
52,26,295.6435126294036,101.10000000000001
53,26,343.0844750077252,2.0
93,26,50.136697774877845,13555.120000000006
96,26,321.9353524419367,2.0
97,26,220.20050280952432,26.0
98,26,215.3985874729376,22.42
99,26,207.90051070530637,11.219999999999999
100,26,223.28876432143295,2.0
103,26,302.2187487670871,2.0
108,26,230.1603096247207,38.12
1,27,395.31387124342064,2.0
2,27,331.6906643638358,42.42
3,27,304.78396223874506,18.0
5,27,342.6255604130419,6.0
6,27,307.4462875539441,4.0
10,27,287.09533752000925,4.0
11,27,258.0011096128726,2.0
12,27,288.67820887574806,10.0
13,27,261.4251892313317,18.259999999999998
15,27,260.61627823351813,103.27999999999997
16,27,210.39843390215887,34.06
17,27,168.72213336023154,134.72
18,27,271.6896387320558,7.54
19,27,195.39580008752716,142.88
20,27,139.41493795783873,79.0
21,27,154.93237616531087,11.32
22,27,125.1769924209535,83.64
23,27,111.47552812674196,1063.7400000000002
24,27,77.61186376907789,3730.2200000000003
25,27,92.52608738721203,499.53999999999996
26,27,37.068659318840346,47081.80000000005
27,27,0.0,751887.2600000004
28,27,53.68999199090114,38440.13999999993
29,27,68.99720596867265,4575.3600000000015
30,27,96.2947773932768,4710.420000000002
31,27,88.23687967153298,275.98
32,27,104.27328902846483,292.74000000000007
33,27,233.90337961669812,0.0
34,27,211.2297862275075,8.0
35,27,180.39441284163723,24.060000000000002
36,27,163.81718827983718,22.08
37,27,148.1393824623471,84.36
38,27,92.95800941768289,377.06000000000006
39,27,131.27026535412247,181.77999999999997
40,27,166.66110062706343,6.0
41,27,201.54793884405396,15.120000000000001
42,27,229.48984086688745,16.86
43,27,265.0989102088042,2.0
45,27,237.9969683315746,2.0
46,27,231.0547509644019,0.0
47,27,213.15741175408448,2.0
48,27,209.2481262290369,0.0
49,27,306.2221301350057,6.24
51,27,224.4077933556055,2.0
52,27,269.3803880531212,0.0
53,27,317.2918863476002,2.0
58,27,398.43857522153235,5.88
63,27,540.7507961658672,2.0
93,27,69.22942861736092,6658.740000000001
97,27,243.02872511573923,2.0
98,27,227.36184513536088,6.0
99,27,175.085837472385,4.0
100,27,203.75070920365744,2.0
103,27,326.24739266832074,63.879999999999995
108,27,249.0337442255872,23.74
1,28,343.65407034426926,36.42
2,28,282.0719503630879,6.0
3,28,255.52293094405965,28.0
4,28,346.88403704230745,2.0
5,28,289.63654861388846,0.0
6,28,254.10399428743466,21.64
9,28,302.41564247484547,2.0
10,28,233.5463190337815,92.44000000000001
11,28,206.228897982609,10.86
12,28,241.8989547198455,24.18
13,28,216.753073568791,46.0
14,28,181.13633170365856,6.0
15,28,210.52353118574948,86.82000000000001
16,28,165.22495059672755,70.0
17,28,123.25137113875516,384.18
18,28,219.1430191048232,179.61999999999998
19,28,142.88120689519238,249.13999999999993
20,28,85.76130211213436,198.2
21,28,152.87880026928295,103.3
22,28,102.43648447216087,171.92000000000002
23,28,60.84375523492937,5073.640000000001
24,28,43.73939928570314,27816.95999999999
25,28,110.82541762958635,389.74000000000007
26,28,58.98995719009371,19445.699999999986
27,28,53.68999199090114,55992.2000000001
28,28,0.0,892682.4600000023
29,28,38.69773678007789,10549.919999999998
30,28,142.8745306066604,338.78
31,28,141.69570351116917,28.0
32,28,157.7055462176537,42.06
33,28,180.26018335641652,1026.0
34,28,157.99955245187772,236.89999999999992
35,28,129.03745781417118,51.400000000000006
36,28,115.71612870507006,90.12
37,28,108.35048721439918,451.93999999999994
38,28,62.381269403188384,829.3399999999999
39,28,109.69023987951297,35.040000000000006
40,28,146.97171880641113,8.0
41,28,195.78961434729766,44.28
42,28,231.52672104842563,8.0
43,28,265.9507795614325,4.0
44,28,307.3330231357136,2.0
45,28,187.0069304894174,2.0
46,28,184.68356300862408,91.9
47,28,171.28539288738122,43.08
48,28,175.11089778248032,42.46
49,28,266.9916145931314,48.0
50,28,224.42723391102854,48.120000000000005
51,28,201.82863382829865,12.240000000000002
53,28,288.1791097046282,44.82
54,28,260.3144982127352,12.0
58,28,385.76076256961863,6.42
93,28,108.46146797624993,442.82
96,28,291.41614734443743,2.0
97,28,198.5225173960721,12.0
98,28,175.2158860937676,669.9
99,28,165.42558276882647,11.08
100,28,165.31674742684046,62.400000000000006
103,28,281.97045093613264,7.48
108,28,200.75545775536622,33.959999999999994
109,28,287.369002065638,8.0
1,29,353.5571118610797,13.66
2,29,297.05593053442175,2.0
3,29,271.4883343749445,8.0
5,29,295.4252207148215,2.0
6,29,258.31605925111,2.0
7,29,364.30330763107,2.0
10,29,230.1010123495511,2.0
12,29,261.8161976022956,4.0
13,29,239.6181855450482,46.6
14,29,212.3200973424351,2.0
15,29,225.70228903443805,21.46
16,29,188.70540777671658,23.36
17,29,147.92935342623025,20.52
18,29,227.74683452139342,6.0
19,29,153.6512704146318,4.0
20,29,92.49587395852913,1164.5
21,29,191.54410768594605,11.92
22,29,139.85955329571667,35.260000000000005
23,29,83.14486663793227,1497.3399999999995
24,29,81.1381196175727,270.90000000000003
25,29,146.01776485653215,2.0
26,29,90.04717498154106,235.68
27,29,68.99720596867265,4194.499999999999
28,29,38.69773678007789,10798.560000000001
29,29,0.0,199401.59999999986
30,29,165.23506692128578,13.32
31,29,152.88978209069506,2.0
32,29,162.83609340155027,6.16
33,29,182.69051929833026,2.0
34,29,153.34999569812223,8.0
35,29,117.75213216471154,200.28
36,29,97.43878231542834,201.53999999999996
37,29,79.15137887661854,436.3399999999999
38,29,25.46598520252729,5214.639999999998
39,29,71.32945032594144,79.58000000000001
40,29,108.64164080350345,31.04
41,29,157.43822189942952,46.8
42,29,194.22303757991165,8.82
45,29,173.61452823355614,4.0
46,29,162.83796761629887,4.0
47,29,144.16021829191155,2.0
48,29,142.00632607520558,10.84
49,29,237.64278236585244,17.54
50,29,195.51246404804948,2.0
51,29,164.3292062768509,18.4
52,29,205.7390186383451,8.16
53,29,253.07075456312063,2.0
54,29,221.6222553560384,2.0
55,29,263.2479330365858,10.0
56,29,287.5842786155303,10.0
93,29,135.52785142140084,20.44
97,29,221.91992598975497,2.0
98,29,186.18161363129957,4.0
99,29,126.84725949715363,6.0
100,29,135.11571484253474,10.0
108,29,219.286858155726,34.019999999999996
1,33,174.68201807914548,123.61999999999998
2,33,132.6348440330405,10.0
3,33,113.96139593118286,30.04
4,33,166.80565503892305,8.0
5,33,113.24382547330742,14.0
6,33,75.69381132125822,145.64
9,33,124.07676186067236,10.9
10,33,59.39378055873401,105.68
11,33,71.66851822498084,8.0
12,33,123.36349066901192,41.2
13,33,123.47488029687081,53.58
14,33,160.51174964548537,14.0
15,33,76.74230172880084,1462.7800000000007
16,33,104.08178929166664,172.38
17,33,107.33232044240354,562.0
18,33,53.204957622150424,3845.780000000001
19,33,49.03883950830266,3284.4799999999996
20,33,94.4989145792848,141.9
21,33,246.61115302270986,2.0
22,33,183.24369059487972,8.0
23,33,127.02823497684054,59.86
24,33,171.9459058111067,44.50000000000001
26,33,228.20908001355195,49.04
27,33,233.90337961669812,94.18000000000002
28,33,180.26018335641652,519.4399999999999
29,33,182.69051929833026,27.28
30,33,314.5497602267035,2.0
32,33,337.9224495816516,7.4
33,33,0.0,257961.89999999994
34,33,40.26071890933591,3414.5999999999995
35,33,79.24076291048345,269.98
36,33,107.25371456679716,156.45999999999998
37,33,145.32320201405923,99.12
38,33,176.49473376404617,65.53999999999999
39,33,196.46334640322718,47.32
40,33,213.3452088958149,67.94
41,33,276.00066517387575,128.12
42,33,320.6812698363446,19.28
43,33,344.8705708189806,2.0
45,33,74.75077878775328,25.4
46,33,115.74882766665472,23.619999999999997
47,33,139.84714762500693,234.48000000000005
48,33,177.0304645151764,242.18
49,33,203.39700746948407,2.0
50,33,173.23938822391085,42.019999999999996
51,33,232.18179944959144,10.0
52,33,237.38671874964444,8.0
53,33,265.4000167262965,5.1
54,33,307.66919233002676,12.0
93,33,276.24706922252415,6.0
96,33,143.69471914501867,2.0
97,33,116.47440107105724,80.0
98,33,40.56202641417191,7155.659999999998
99,33,247.64912391537894,13.82
100,33,155.2597624131876,568.0
103,33,168.5762109176345,6.460000000000001
108,33,89.24565275814008,141.04000000000002
1,34,212.5606911647048,24.3
2,34,172.89063942166482,2.0
3,34,153.7461795486838,14.0
4,34,196.3926213955806,6.0
5,34,148.98400229924354,0.0
6,34,110.87618978485918,33.36
8,34,195.83090400090708,0.0
9,34,146.2584960976303,4.0
10,34,76.77314295961654,71.53999999999999
11,34,55.2183877622564,274.84000000000003
12,34,160.74928049818274,49.6
13,34,156.4504339748124,50.38000000000001
15,34,114.15432535373851,619.9000000000001
16,34,126.8042458796147,182.68
17,34,116.44179353904752,810.06
18,34,93.44601006753213,285.5799999999999
19,34,61.18883707380722,4443.32
20,34,75.83118203408675,2695.9799999999996
21,34,249.2123518803512,0.0
22,34,183.20633427155968,16.0
23,34,113.88428753048925,322.2
24,34,159.11964270140308,18.72
25,34,246.6887112663545,2.0
26,34,211.39895694074377,33.36
27,34,211.2297862275075,22.0
28,34,157.99955245187772,41.3
29,34,153.34999569812223,30.58
30,34,298.2212505182445,8.7
31,34,299.46602210040373,9.42
32,34,313.5982160335638,0.0
33,34,40.26071890933591,8355.379999999997
34,34,0.0,440873.85999999964
35,34,40.63528030848707,17937.899999999994
36,34,68.68676108792981,2074.5999999999995
37,34,106.69754752255344,725.7400000000002
38,34,143.40734486958846,76.66
39,34,158.50587077368826,44.78
40,34,173.57748940834978,31.74
41,34,235.9893353827681,18.759999999999998
42,34,280.6643153110705,12.0
43,34,304.62322279064193,11.2
45,34,46.14918703352464,872.5
46,34,80.12006071259052,49.4
47,34,100.87761122619155,48.059999999999995
48,34,137.24736792349117,37.559999999999995
49,34,172.98238271722508,14.58
50,34,138.93189219592804,24.66
51,34,192.18946077820414,46.480000000000004
52,34,199.53006827247768,16.0
54,34,267.72557595280756,28.0
55,34,290.9883366190495,4.0
58,34,367.5674743800601,20.0
93,34,261.0583272723476,22.0
96,34,183.9480592298248,4.0
97,34,146.4213400241355,12.0
98,34,72.43088254752723,633.5200000000001
99,34,207.98221483423671,16.52
100,34,115.4699562215273,39.92
103,34,206.61206682398964,2.0
108,34,123.05231314276122,130.94
109,34,333.1072969106218,6.0
1,35,253.047733944455,16.060000000000002
2,35,210.66077999194752,5.86
3,35,189.7931924042688,4.0
6,35,151.5110074914376,20.04
8,35,230.8502202256367,2.0
9,35,183.52792909512317,14.36
10,35,114.55889080231606,72.24000000000001
11,35,77.63588390283518,33.96
12,35,192.80810293926015,10.0
13,35,183.4310772487039,34.38
14,35,194.51572120209,2.0
15,35,147.32837958785888,182.34000000000003
16,35,145.23509008931902,46.0
17,35,123.16199983772407,106.88
18,35,132.0274257238689,54.88
19,35,81.07792973695068,397.4999999999999
20,35,60.05343102144688,8875.58
22,35,175.7013548824395,14.740000000000002
23,35,97.92962518223858,171.55999999999997
24,35,139.80193111405248,55.82
25,35,228.09243330454757,2.0
26,35,186.0558431616239,11.8
27,35,180.39441284163723,26.86
28,35,129.03745781417118,24.0
29,35,117.75213216471154,86.25999999999999
30,35,271.7635769950602,6.0
32,35,280.17328385831576,2.0
33,35,79.24076291048345,325.68
34,35,40.63528030848707,10283.079999999998
35,35,0.0,501898.0599999992
36,35,28.128394186945968,22976.579999999987
37,35,66.22361038146622,1596.2200000000007
38,35,104.90816857571845,241.28
39,35,117.88809889032571,1039.6799999999996
40,35,134.34972386240543,117.05999999999999
41,35,197.32168528476163,27.019999999999996
42,35,241.97228321045725,6.74
44,35,308.2305945998097,4.0
45,35,57.987237981404725,31.92
46,35,67.31420226731534,16.0
47,35,74.7333237380157,8.0
48,35,105.64790899236354,36.18
49,35,162.44407133443335,11.42
50,35,122.95747104167533,34.68
51,35,158.5240189376131,11.84
52,35,173.19878801117864,6.0
53,35,209.55999462716244,4.0
54,35,233.8068278441785,8.0
55,35,260.78543525068034,4.0
56,35,269.0321000120144,9.620000000000001
58,35,340.23146209778,4.0
93,35,236.1916355381461,6.0
96,35,221.64141303083497,2.0
97,35,170.62929810357696,10.0
98,35,103.47605984801848,28.0
99,35,168.5323696632566,177.98000000000002
100,35,84.56007581795228,6.0
103,35,238.99913277424758,6.0
108,35,152.1182977505625,28.539999999999996
1,36,281.17206485928705,52.03999999999999
2,36,238.05170246240118,28.42
3,36,216.58329385534992,301.71999999999997
4,36,262.69010321880626,6.0
5,36,217.62107927800918,0.0
6,36,179.52015005874412,7.58
8,36,254.82131875223754,4.62
9,36,209.1116496459216,14.04
10,36,140.8834129384121,16.02
11,36,98.60660344043953,8.0
12,36,217.93749308526444,36.900000000000006
13,36,206.33977274980828,22.18
14,36,210.190180729067,4.0
15,36,173.24684692208564,283.4
16,36,164.69539372734175,59.239999999999995
17,36,137.2461377716257,80.36
18,36,159.81887921732638,38.8
19,36,103.7950673158398,136.89999999999998
20,36,66.18912512479345,6758.06
21,36,243.6001568732281,13.219999999999999
22,36,178.58033773162668,40.0
23,36,98.5254276349236,364.6600000000001
24,36,134.90292286606206,40.06
26,36,174.47211162177112,10.0
27,36,163.81718827983718,38.31999999999999
28,36,115.71612870507006,65.96000000000001
29,36,97.43878231542834,619.8
30,36,257.99159526556696,4.0
31,36,250.06803817009055,6.0
33,36,107.25371456679716,200.58000000000004
34,36,68.68676108792981,1264.34
35,36,28.128394186945968,39681.97999999993
36,36,0.0,687718.259999999
37,36,38.10228606496073,13683.42000000002
38,36,80.99068197100318,5364.600000000002
39,36,89.83104331642154,285.1
40,36,106.96153185772245,134.96
41,36,170.1820023551814,21.96
42,36,214.74674261267575,15.239999999999998
43,36,240.91668119934437,4.0
44,36,282.2354732216016,6.039999999999999
45,36,76.76592349654497,26.56
46,36,69.25186947202972,30.700000000000003
47,36,63.223243732976854,70.0
48,36,85.99506460519444,89.67999999999999
49,36,158.1536345991897,0.0
50,36,116.28485367913886,10.0
51,36,135.63376383138169,8.0
52,36,156.21124451418785,0.0
54,36,210.07062561544228,2.0
55,36,239.70964586430182,6.0
56,36,251.08049714982562,6.0
58,36,320.8462398018239,8.120000000000001
67,36,310.841530031985,4.34
93,36,224.17595928205017,6.0
96,36,248.98767867121228,14.0
97,36,192.39015357731162,24.0
98,36,129.21825750764745,73.47999999999999
99,36,140.9089288713654,88.61999999999999
100,36,66.90052099011666,12.079999999999998
103,36,264.04084865702515,8.0
108,36,176.3338131737011,351.3800000000001
1,37,319.23933813764006,50.0
2,37,275.58639065123316,0.0
3,37,253.5966874278708,4.0
4,37,299.1580707379835,7.64
5,37,255.49820348920056,12.0
6,37,217.41773854830726,22.2
7,37,343.4950153520218,12.0
9,37,244.27146681517561,8.0
10,37,177.13060423017447,14.2
11,37,130.84348667717225,11.98
12,37,253.38268615181354,27.72
13,37,239.67311045039605,27.06
14,37,235.94410616681802,12.0
15,37,209.58851849344828,229.7999999999999
16,37,195.1025689980451,129.74
17,37,163.0272175489365,104.42
